,id,title,body,tags
10,70066231,"department table returns null values but I want only non-null department record, pls help :)","<a href=""https://i.stack.imgur.com/BFoGu.png"" rel=""nofollow noreferrer"">Obtain the department table where more than 38 employees work.</a>
",postgresql
11,70202934,Aurora Postgres Global DB- how to code without using Temp tables,"my org is migrating to postgres individual instances to global database in aws. I learnt there is a writer and reader instance. Some of my Pg sql statements are using temp tables, where i store data and reuse that.
My question is , after migration, if a user is reading from the READER instance of the global db, how do i handle the use case where i had to create the temp table.
current code

i am not clear how the new code style will be. I thought of writing a CTE. But i use my temp table in multiple places , i am not sure i can do that with CTE.  something like
<pre><code>with CTE(postid)
 select postid from postl
select * from tags where postid in (select postid from cte);

select * from news where postid in (select postid from cte);
</code></pre>",postgresql
12,70244361,"EER Diagram Error 1215, Forward engineer error","Im using MySql Workbench, It somehow said &quot;Cannot add Foreign key Constraint&quot; When it was complete I used the forward engineering function to create a SQL file of my model: EER Diagram
I came to this error when I was going to forward engineer my EER Diagram, I am completely new to this, sorry if I'm being an idiot, and please help.
",mysql
13,70369754,Pivoting a table of unique column values based on column string?,"Not sure how else to phrase the post title, but I have a table of data like:

I'd like to get it into the form of:
<pre><code>ID1  Fields
X1  F1
X2  F2
X2  F3
</code></pre>
Originally I had a form of something like
<code>SELECT ID1, CONCAT_WS(',', IF(F1='Enabled','F1',NULL), IF(F2='Enabled','F2',NULL), ...)</code>
But I found out that mysql doesn't have a string_split() function natively built in to break up the concatenated stuff into an array and just copy the ID1 field downwards.
I've tried using a <code>CASE WHEN</code> here, but it doesn't seem appropriate since I don't want to overwrite the value based on a match, I just want all of the fields. I feel like I'm missing a relatively simple operation that's right in front of me. Any suggestions?",mysql
14,70107340,"It is necessary to extract data from multiple tables in multiple databases and turn them into a large table for query use, requiring real-time data","It is necessary to extract data from multiple tables in multiple databases and turn them into a large table for query use, requiring real-time data
Is there a more reasonable solution
statistical quernecessary to extract data from multiple tables in multiple databases and turn them into a large table for query use, requiring real-time data
Is there a more reasonable solution
statistical quer necessary to extract data from multiple tables in multiple databases and turn them into a large table for query use, requiring real-time data
Is there a more reasonable solution
statistical quernecessary to extract data from multiple tables in multiple databases and turn them into a large table for query use, requiring real-time data
Is there a more reasonable solution
statistical query",mysql
15,70030689,Neo4j Returning Nodes Instead of Relations,"In this Neo4j query, I want to return only relation and that only specific relation called &quot;Permission&quot;. So how can I filter it and get the expected answer?
",neo4j|cypher
16,70193267,Neo4j proper indexes for query,"The next query in a large database takes almost a minute.

I have added an index over the name property from the Channel nodes and saved with that at least 10 seconds, but all in all the query takes like 50 seconds which is a lot.
Any suggestion over which index to create?",neo4j
17,70251343,Need help solving Transaction issue using MySQL,"I' m pretty new in programming so I'm trying to learn more and get use to it.
I need to join my Registration database with the login using transaction so that when the client register, s/he info such as email and password get saved in Login database. I used email as reference in Registration database. I don't really know where I am missing. Any help that will solve my issue is welcome. thanks
Here is my code.
server:

enter code here
register form:
<pre><code>onSubmit = () =&gt; {
    console.log(this.state);
    fetch(&quot;http://localhost:3001/register&quot;, {
      method: &quot;post&quot;,
      headers: { &quot;Content-Type&quot;: &quot;application/json&quot; },
      body: JSON.stringify({
        firstName: this.state.firstName,
        lastName: this.state.lastName,
        email: this.state.email,
        password: this.state.password,
      }),
    })
      .then(async (response) =&gt; {
        console.log(response);
        if (response.status === 200) {
          this.setState({ redirect: true }, () =&gt; {
            this.props.setIsSigin(true);
          });
        }
        if (response.status === 400) {
          const msg = await response.json();
          this.setState({ errorMassage: msg });
        }
      })
      .catch((e) =&gt; {
        console.log(e);
      });
  };
</code></pre>
here is the error massage :
<pre><code>Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/Parser.js:437
      throw err; // Rethrow non-MySQL errors
      ^

ReferenceError: hash is not defined
    at Query.&lt;anonymous&gt; (/Users/aboulayetchakoura/enrollment_app/Back_end/index.js:208:12)
    at Query.&lt;anonymous&gt; (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/Connection.js:526:10)
    at Query._callback (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/Connection.js:488:16)
    at Query.Sequence.end (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/sequences/Sequence.js:83:24)
    at Query._handleFinalResultPacket (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/sequences/Query.js:149:8)
    at Query.OkPacket (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/sequences/Query.js:74:10)
    at Protocol._parsePacket (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/Protocol.js:291:23)
    at Parser._parsePacket (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/Parser.js:433:10)
    at Parser.write (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/Parser.js:43:10)
    at Protocol.write (/Users/aboulayetchakoura/enrollment_app/node_modules/mysql/lib/protocol/Protocol.js:38:16)
[nodemon] app crashed - waiting for file changes before starting...

</code></pre>",mysql
18,70256144,How to combine datas with same column and ignore null values in mysql,"I'm just going to ask how to query combine datas with same column and ignore all null values
actual table:

wanted query result :
<pre><code>      first_name  |   last name  |    age   |   unique_id 
          Doe     |     John     |     32   |      111
          Keanu   |     Reeves   |          |      222
  
</code></pre>
Thanks!!",mysql
19,70279638,Running a median aggregate over jsonb and grouping by day/month/year etc,"I'm trying to figure out how to run a median/percentile aggregation over some jsonb, grouped by a truncated date (which is currently an epoch) e.g. by day/month/year.

I've figured out how to truncate the epoch and group the results by month
<pre><code>SELECT
    DATE_TRUNC('month', to_timestamp (timestamp_epoch)) AS month, json_data-&gt;&gt;'value' AS val
FROM datatbl 
GROUP BY month, val
ORDER BY month ASC;
</code></pre>
But can't figure out how to run percentile_disc(0.5) to get the median of each group.
Any help appreciated!!",postgresql
20,70071796,Permission denied after security permission give for everyone postgresql,"I was reading answers about permission denied problems inside terminal when trying to copy data from table and send it to .csv file in postgresl. My problem still occurs even after I change target file(.csv) properties to everyone with read and write checked. I wonder if you have any other suggestions or things that would be useful for me? Could this also be related, because I can't get inside psql with only command  bcs it starts asking for password of my windows User reading answers about permission denied problems inside terminal when trying to copy data from table and send it to .csv file in postgresl. My problem still occurs even after I change target file(.csv) properties to everyone with read and write checked. I wonder if you have any other suggestions or things that would be useful for me? Could this also be related, because I can't get inside psql with only command  bcs it starts asking for password of my windows User?",postgresql
21,70107505,Displaying a Variable within a DIV message,"<ul>
<li>I'm trying to display a stored variable in a div statement</li>
<li>The quotes are cancelling the PHP so I cant echo results in the message</li>
<li>I have a form that submits a member_ID and returns whether or not they have an executive position. If they do have an executive position, a message is displayed along with their corresponding position.</li>
</ul>

<strong>HERE is where I'm trying to display the variable</strong>
<pre><code>    $message .= &quot;&lt;div class='alert alert-success'&gt;This Member is an executive and their role is &lt;?php echo $position; ?&gt;&lt;/div&gt;&quot;;
      } else {
            $message .= &quot;&lt;div class='alert alert-danger'&gt;This Member is not an executive &lt;/div&gt;&quot;;
      }
    }
// closes the connection
$conn = null; 
?&gt;

&lt;!-- begins the HTML code --&gt;
&lt;!doctype html&gt;
&lt;!-- begins the HTML code --&gt;
&lt;!doctype html&gt;
&lt;html&gt;
  &lt;head&gt;
    &lt;link rel=&quot;stylesheet&quot; href=&quot;main.css&quot;&gt;
  &lt;/head&gt;
  &lt;body&gt;
    &lt;h1&gt;&lt;center&gt;Which Members Are Executives&lt;/center&gt;&lt;/h1&gt; 
    &lt;div class=&quot;container&quot;&gt;
      &lt;form method=&quot;post&quot; class=&quot;mb-3&quot;&gt;
        &lt;div class=&quot;form-group&quot;&gt;
          &lt;label&gt;Member ID: &lt;/label&gt;
          &lt;select class=&quot;form-control&quot; name=&quot;member-id&quot;&gt;&lt;?php echo $status; ?&gt;&lt;/select&gt;
        &lt;/div&gt;
          &lt;button type=&quot;submit&quot; class=&quot;btn btn-primary&quot; name=&quot;submit&quot;&gt;Submit&lt;/button&gt;
          &lt;/form&gt;
        &lt;?php echo $message; ?&gt;
      &lt;/body&gt;
    &lt;/html&gt;
</code></pre>
Any help is greatly appreciated.",mysql
22,70273742,Why does adding new properties to the graph style sheet not work in Neo4j?,"The Developer guide for <a href=""https://neo4j.com/developer/neo4j-browser/#browser-styling"" rel=""nofollow noreferrer"" title=""Neo4j Browser User Interface Guide - Developer Guides"">Neo4j Browser User Interface</a> says that I can run , export it, modify it and drag it back to change the style. I try changing the default border width, and adding two new properties for nodes: <code>text-align</code> and <code>shape</code>, as explained in <a href=""https://www.w3.org/2001/11/IsaViz/gss/gssmanual.html#styles"" rel=""nofollow noreferrer"" title=""IsaViz/GSS User Manual - Graph Stylesheets"">Graph Stylesheets</a>:
<pre class=""lang-css prettyprint-override""><code>node {
  diameter: 50px;
  color: #A5ABB6;
  border-color: #9AA1AC;
  border-width: 10px;
  text-color-internal: #FFFFFF;
  font-size: 10px;
  text-align: &quot;below&quot;;
  shape: regtangle;
}
</code></pre>
But only the border width changes. Why does the rest not work
But only the border width changes. Why does the rest not work?",neo4j
23,70028923,How to display the different column data into one column,"I was wondering if there is any way that we rearrange this
<pre class=""lang-html prettyprint-override""></pre>

To DISPLAY like this:
<pre class=""lang-html prettyprint-override""><code>level_1|level_2|
-------+-------+
    432|    554| 
    432|   1150|  
    432|   1442|
</code></pre

To DISPLAY like this:
<pre class=""lang-html prettyprint-override""><code>level_1|level_2|
-------+-------+
    432|    554| 
    432|   1150|  
    432|   1442|
</code></pre>",mysql
24,70315803,I am trying to do some query in psql. but I faced this issue. I want to optimize it a little bit. Anyone to help me?,"
I want to do something like this but it doesn't work. so I had to write it like this.
<pre><code>SELECT year, 
(SELECT name FROM users WHERE users.id=packages.id_user_sender) as sender, 
(SELECT name FROM users WHERE users.id=packages.id_user_receiver) as receiver
FROM packages
WHERE (color='blue' or year=2015) and 
id_user_sender NOT IN 
(SELECT id FROM users WHERE address='Taiwan') and
id_user_receiver NOT IN 
(SELECT id FROM users WHERE address='Taiwan')
ORDER BY year DESC, sender DESC;
</code></pre>
In short, I want to combine these lines into one. How can I do this?
<pre><code>id_user_sender NOT IN 
(SELECT id FROM users WHERE address='Taiwan') and
id_user_receiver NOT IN 
(SELECT id FROM users WHERE address='Taiwan')
</code></pre>",sql|postgresql
25,70363607,Find number of matches for substring inside a GROUP_CONCAT in MYSQL,"I have a query with a Group_Concat that returns a set of comma separated numbers. I want to count how many instances of  are in the group_concat.
e.g. <code>1,2,0,1</code> should return <code>0</code>
<code>1,2,0,0,3,0</code> should return <code>1</code>
<code>1,2,0,0,0,6</code> should return <code>2</code>
<code>1,2,0,0,0,6,0,0,1,0</code> should return <code>3</code>
How would I go about doing thise a query with a Group_Concat that returns a set of comma separated numbers. I want to count how many instances of  are in the group_concat.
e.g. <code>1,2,0,1</code> should return <code>0</code>
<code>1,2,0,0,3,0</code> should return <code>1</code>
<code>1,2,0,0,0,6</code> should return <code>2</code>
<code>1,2,0,0,0,6,0,0,1,0</code> should return <code>3</code>
How would I go about doing this?",mysql
26,70072340,I'm getting same values on this query using CASE WHEN,"i'm very new on mysql and i'm trying to get some values on this query using the CASE WHEN validation

Basically i'm saying that i want to create a new row called &quot;<strong>HH</strong>&quot; and inside it i say if &quot;<strong>facturable_actividad</strong>&quot; is 1 then do a sum a get X result. Else i have other row &quot;<strong>NO HH</strong>&quot; where i do the same but &quot;<strong>facturable_actividad</strong>&quot; is 0.
I get this:
<a href=""https://i.stack.imgur.com/zoq7p.png"" rel=""nofollow noreferrer"">query result</a>
As you can see i get the same values for <strong>HH</strong> and <strong>NO HH</strong> (hh means billable), the <strong>NO HH</strong> should be much less than HH and not the same !",mysql
27,70075423,Total comment count between threads with multiple joins,"I'm trying to come up with a query that will return a list of threads between two users and the total number of comments in that thread - through multiple joins.
Looking at <a href=""http://sqlfiddle.com/#!17/fe01cf8/1"" rel=""nofollow noreferrer"">this sqlfiddle</a> I'm not getting the results I'm expecting. I want to return a list of suppliers that submitted a response to a request on an order (the threads) and the total number of comments in that thread.  If there are no comments between a supplier and a buyer it should return 0 for the comments.
Expected Result:

Actual Result:
<pre><code>order_id | supplier_id | buyer_id | comment_count
---------+-------------+----------+--------------
1        | 1           | 2        | 4
1        | 3           | 2        | 4
2        | 1           | 4        | 5
2        | 3           | 4        | 5
2        | 5           | 2        | 5
</code></pre>
Any help would be greatly appreciated.",sql|postgresql
28,70218695,im trying to create a foreign key with my sql but i keep having in a error,"i have two table one has a primary key called idHotel i am making a second table and im trying to declare a foreign key which has idHotel reference
this my code what wrong with it

)
in case you want the reference table code here it is
<a href=""https://i.stack.imgur.com/hf80d.png"" rel=""nofollow noreferrer"">refrence table</a>",mysql
29,70340994,regexp_substr equivalent in postgresql,"I have this code in oracle PLSQL:

I typed the string 'S-C-I-A', but actually, there would go a variable.
I need an equivalent in plpgsql.",sql|postgresql
30,70072899,Separating comma rows,"I came across this link. a very good way to seperate comma joined tags
<a href=""https://stackoverflow.com/questions/26215324/mysql-php-select-count-of-distinct-values-from-comma-separated-data-tags"">MySql PHP select count of distinct values from comma separated data (tags)</a>
I have been able to convert it to PostgreSql and actually get the data
<a href=""http://sqlfiddle.com/#!17/c0535/1"" rel=""nofollow noreferrer"">http://sqlfiddle.com/#!17/c0535/1</a>
The issue is in query 2 and how to get the order ids to match with the accompanying rows
The extras is 16 rows while orderid is 14 rows
Any hel across this link. a very good way to seperate comma joined tags
<a href=""https://stackoverflow.com/questions/26215324/mysql-php-select-count-of-distinct-values-from-comma-separated-data-tags"">MySql PHP select count of distinct values from comma separated data (tags)</a>
I have been able to convert it to PostgreSql and actually get the data
<a href=""http://sqlfiddle.com/#!17/c0535/1"" rel=""nofollow noreferrer"">http://sqlfiddle.com/#!17/c0535/1</a>
The issue is in query 2 and how to get the order ids to match with the accompanying rows
The extras is 16 rows while orderid is 14 rows
Any hele across this link. a very good way to seperate comma joined tags
<a href=""https://stackoverflow.com/questions/26215324/mysql-php-select-count-of-distinct-values-from-comma-separated-data-tags"">MySql PHP select count of distinct values from comma separated data (tags)</a>
I have been able to convert it to PostgreSql and actually get the data
<a href=""http://sqlfiddle.com/#!17/c0535/1"" rel=""nofollow noreferrer"">http://sqlfiddle.com/#!17/c0535/1</a>
The issue is in query 2 and how to get the order ids to match with the accompanying rows
The extras is 16 rows while orderid is 14 rows
Any hel across this link. a very good way to seperate comma joined tags
<a href=""https://stackoverflow.com/questions/26215324/mysql-php-select-count-of-distinct-values-from-comma-separated-data-tags"">MySql PHP select count of distinct values from comma separated data (tags)</a>
I have been able to convert it to PostgreSql and actually get the data
<a href=""http://sqlfiddle.com/#!17/c0535/1"" rel=""nofollow noreferrer"">http://sqlfiddle.com/#!17/c0535/1</a>
The issue is in query 2 and how to get the order ids to match with the accompanying rows
The extras is 16 rows while orderid is 14 rows
Any help",postgresql
31,70208612,how to fix the SQL Error [1093] and Error [1064]?,"I am getting this error

for my this query
<pre><code>update id_card set id_card_status= 'ACTIVE' where code in (select code from ID_CARD ic
left join PROJECT p on p.PROJECT_code=ic.project   and ic.VERSION =p.current_id_card_version 
where ic.project_type in (670 ,671 ,672 ,673) and ic.id_card_status ='DRAFT')
</code></pre>
After searching here I rewrite the query like this
<pre><code>update id_card as table_1, (select code from ID_CARD ic
left join PROJECT p on p.PROJECT_code=ic.project   and ic.VERSION =p.current_id_card_version 
 ) as table_2  
where table_1.code = table_2.code 
and table_1.project_type in (670 ,671 ,672 ,673) 
and table_1.id_card_status ='DRAFT'
Set table_1.id_card_status = 'ACTIVE'
</code></pre>
But I got another error
<pre><code> SQL Error [1064] [42000]: You have an error in your SQL syntax; check the manual that corresponds to your MySQL 
    server version for the right syntax to use near 'where table_1.code = table_2.code 
        and table_1.project_type in (670 ,671 ,672 ,' at line 4
</code></pre>
How can I re-write this  ?",mysql
32,70213941,"Questions regarding Sql count, join, percentage","I have two tables, cloths &amp; shoes. what i am trying to do is extract data from cloths &amp; shoes then count total before calculate percentage.
here is my code.

however, i keep getting syntax error at or near &quot;group&quot;. I tried different solutions, it won't work. I appreciate if someone can help me. Thanks!",postgresql
33,70363048,TRUNCATE locked by Select pg_proc,"The TRUNCATE of a table does not pass because of the following lock:

Thank You for your help
Best Regards,",postgresql
