id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
606551,Use global.asax to trigger event on master.page to show application errors,"<p>I would like to use my AJAX-enabled VB web application's gloabal.asax application_error sub to manage all my error handling. However, instead of just sending the user to an error page, I would like to show the error message to the user via a modalpopupextender control located inside the site's master.page. </p>

<p>Can someone please explain in detail how this can be accomplished? I have managed to do this using a single aspx page (with the <code>modalpopupextender</code> dynamically loaded there via a placeholder) and my error-handler class raising the event to show the popup back on the page when an error occurs, but have not had success in doing the same using the master.page.</p>",,0,0,,2009. 3. 3 오후 2:22:13,,2016. 12. 25 오전 9:38:28,2016. 12. 25 오전 9:38:28,Andres,1781026,Andres,64336,,1,1,vb.net|asp.net-ajax|global-asax|modalpopupextender,1184
613826,Openfire3.6.3 unable to connect to yahoo gateways,"<p>I am newbie as far as openfire is concerned.</p>

<p>I want every user whether its on gtalk, yahoo, MSN to contact to my server but right now only gtalk users are able to connect and see presence connected. but yahoo users are able to add me as buddy but presence goes offline always.</p>

<p>I have checked the connection in gateways tab  it shows connection success.</p>

<p>Connect to host: scs.msg.yahoo.com
Connect to port: 5050</p>

<p>Please guide me</p>

<p>Thanks</p>",,0,2,,2009. 3. 5 오전 7:00:39,,2015. 6. 16 오후 2:27:37,2015. 6. 16 오후 2:27:37,,1118488,sushil singh,,,1,1,openfire|gateway|chatbot|yahoo-messenger,919
618430,"Is there a ""reverse statement"" feature in Netbeans?","<p>Is there a feature or plugin which can change these statements</p>

<pre class=""lang-java prettyprint-override""><code>x = y;
jTextField1.setText(entity.getValue());
...
</code></pre>

<p>into these:</p>

<pre class=""lang-java prettyprint-override""><code>y = x;
entity.setValue(jTextField1.getText());
...
</code></pre>",,0,2,,2009. 3. 6 오전 10:51:54,,2012. 10. 28 오전 8:22:54,2012. 10. 28 오전 8:22:54,DR,521799,DR,23368,,1,1,netbeans|netbeans6.5,123
645129,Global Keyboard Hook in Linux?,"<p>How to write global keyboard hook in Ubuntu (Linux) (like Hook for Windows)</p>

<p>In C/C++ or Python</p>",,0,2,,2009. 3. 14 오전 1:11:46,,2009. 3. 14 오전 3:47:03,2009. 3. 14 오전 3:47:03,1800 INFORMATION,3146,kristof,,,1,1,c++|linux|hook|global,4472
647766,How to copy the pixel data from a texture into a bitmap (direct3d)?,"<p>I have rendered the scene into a texture, and then I want to save it into a bitmap, but after lock the texture, I found there is no pixel data in the lock area. The texture can be displayed correctly on the screen. I am not sure why?
1> the format is incorrect? A8R8G8B8 has been used.
2> have I missed some important steps before get the pixel data?</p>",,0,0,,2009. 3. 15 오후 12:52:55,1,2009. 3. 24 오후 3:21:34,2009. 3. 16 오후 1:24:29,windloud,78263,windloud,78263,,1,1,directx|bitmap|direct3d|textures,2891
678806,iPhone - HTTPS connection to Server with Self-Signed Certificate,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/501231/can-i-use-nsurlcredentialstorage-for-http-basic-authentication"">Can I use NSURLCredentialStorage for HTTP Basic Authentication?</a>  </p>
</blockquote>



<p>How would I accept a self-signed server certificate? Using the code below, I can only connect/authenticate after I accept the Server Cert using Safari.    </p>

<pre><code>- (void)secure:(NSString *)username credentials:(NSString *)login
{
  NSURLCredential *userCredentials = [NSURLCredential credentialWithUser:username
                                                                password:login
                                                             persistence:
                                                        NSURLCredentialPersistenceForSession];

  NSURLProtectionSpace *space = [[NSURLProtectionSpace alloc] initWithHost:LIST_URL_HTTPS
                                                                      port:443
                                                                   protocol:@""https""
                                                                     realm:@""Restricted Area""
                                                      authenticationMethod:NSURLAuthenticationMethodHTTPBasic];

  [[NSURLCredentialStorage sharedCredentialStorage] setCredential:userCredentials
                                               forProtectionSpace:space];


  NSMutableURLRequest *urlRequest = [NSMutableURLRequest requestWithURL:[NSURL URLWithString:imageURL]
                                                            cachePolicy:NSURLCacheStorageNotAllowed
                                                        timeoutInterval:30];

  NSURLResponse *response;
  NSError *error;

  NSData *returnData = [NSURLConnection sendSynchronousRequest:urlRequest
                                             returningResponse:&amp;response
                                                         error:&amp;error];

}
</code></pre>",,0,0,,2009. 3. 24 오후 7:11:48,4,2011. 6. 17 오후 12:54:31,2017. 5. 23 오전 9:57:41,,-1,Jordan,79856,,1,1,iphone|certificate|self|signed,9521
682783,linux: redirect stdout after the process started,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/249703/how-can-a-process-intercept-stdout-and-stderr-of-another-process-on-linux"">How can a process intercept stdout and stderr of another process on Linux?</a>  </p>
</blockquote>



<p>I have a process that already started, with stdout to the console.
can I redirect it to a file, without restarting it?</p>",,0,1,,2009. 3. 25 오후 6:06:33,1,2010. 11. 13 오후 9:07:23,2017. 5. 23 오전 11:44:12,,-1,andy,63051,,1,1,linux|bash|redirect|stdout,8968
695232,Using directory with WebViewUI,"<p>I've got 60 or so web pages that I'd like to put into a directory. How can I modify this <code>webview loadrequest</code> to pull content from a directory?</p>

<pre><code>[webView loadRequest:[NSURLRequest requestWithURL:[NSURL fileURLWithPath:    [[NSBundle mainBundle] pathForResource:docPage ofType:@""html""]isDirectory:NO]]];
</code></pre>",,0,2,,2009. 3. 29 오후 7:47:33,,2020. 4. 28 오전 8:08:51,2020. 4. 28 오전 8:08:51,,2125010,Alan,72793,,1,1,objective-c|iphone,185
696236,Getting started with GRETA Regular Expression Library,"<p>I'm required to work on GRETA Regular Expression Library, provided by Microsoft Research. I was unable to compile and run the sample program when used <code>cl.exe</code> provided with Visual Studio 2008. It gave some errors like:</p>

<pre><code>D:\greta\greta-2.6.4&gt;cl /EHsc num_match.cpp
Microsoft (R) 32-bit C/C++ Optimizing Compiler Version 15.00.21022.08 for 80x86
Copyright (C) Microsoft Corporation.  All rights reserved.

    num_match.cpp
    d:\greta\greta-2.6.4\restack.h(355) : warning C4346: 'regex::hetero_stack&lt;Alignm
    entT,RuntimeTypeCheckT,AssumePodT,DynamicBlockSizeT,StaticBlockSizeT&gt;::stack_nod
    e::header' : dependent name is not a type
            prefix with 'typename' to indicate a type
            d:\greta\greta-2.6.4\restack.h(854) : see reference to class template in
    stantiation 'regex::hetero_stack&lt;AlignmentT,RuntimeTypeCheckT,AssumePodT,Dynamic
    BlockSizeT,StaticBlockSizeT&gt;' being compiled
    d:\greta\greta-2.6.4\restack.h(355) : error C2923: 'regex::hetero_stack&lt;Alignmen
    tT,RuntimeTypeCheckT,AssumePodT,DynamicBlockSizeT,StaticBlockSizeT&gt;::aligned_siz
    eof' : 'regex::hetero_stack&lt;AlignmentT,RuntimeTypeCheckT,AssumePodT,DynamicBlock
    SizeT,StaticBlockSizeT&gt;::stack_node::header'
</code></pre>

<p>It is not a valid template type argument for parameter 'T'.</p>

<p>Can anybody help me to get started with GRETA?</p>",,0,3,,2009. 3. 30 오전 6:53:39,,2020. 4. 28 오전 8:07:47,2020. 4. 28 오전 8:07:47,,2125010,Anirudh Goel,70826,,1,1,cl.exe|greta,975
704343,Waiting on a threadpool in C#,"<h3>Duplicate of</h3>
<blockquote>
<p><a href=""https://stackoverflow.com/questions/540078/wait-for-pooled-threads-to-complete"">Wait for pooled threads to complete.</a></p>
</blockquote>
<p>I have X number of functions waiting to be given to a threadpool and the threadpool has a maxnumber of threads as 5.I need to find a solution to make the main thread wait until all the X functions are executed.</p>
<p>Code looks like this :</p>
<pre><code>              for(int i=0;i&lt;Rulecnt;i++)
              {
                  int copy = count;
                  ds[copy] = dba.geData(ru[copy]);
                  dcont[copy] = new DataContainer(ru[copy], ds[copy], copy);
                  ThreadPool.QueueUserWorkItem(new WaitCallback(runRule[copy].performTask),dcont[count]);
              }
</code></pre>
<p>I want the main thread to wait until all the functions are executed.</p>
<p>A simple solution is to create Rulecnt no of ManualResetEvents and pass them to the threads, and wait on all the signals to arrive.</p>
<p>But as the max no of  threads running at any time is 5 , can we just use 5 ManualResetEvents ?,If possible how?</p>
<p>or if there is any solution plz explain?</p>",,0,3,,2009. 4. 1 오전 7:06:06,,2009. 4. 1 오전 7:59:26,2020. 6. 20 오전 9:12:55,Richard,-1,LoyalBanana,73120,,1,1,c#|threadpool|time-wait,2817
723991,Disabling LostFocus behaviour when editing a cell in Silverlight 2 DataGrid,"<p>I have a custom <code>CellEditingTemplate</code> that has a textbox and a calendar control inside a grid. I've made the textbox receive the focus when the user edits the cell by pressing <code>F2</code> on the keyboard. Unfortunately Silverlight's data grid hooks up to the Grid's <code>LostFocus</code> event so when the user clicks on the date picker control, the <code>LostFocus</code> event fires and the cell exits edit mode. Anyone got any ideas on how to stop this from happening? (If only Silverlight had a <code>.Handled</code> property on <code>RoutedEventArgs</code>.)</p>

<p><strong>Sample XAML:</strong></p>

<pre><code>&lt;data:DataGridTemplateColumn.CellEditingTemplate&gt;
  &lt;DataTemplate&gt;
    &lt;Grid&gt;
      &lt;TextBox Loaded=""FocusTextBox""
         Text=""{Binding Path=ETD, Mode=TwoWay}"" /&gt;
      &lt;controls:DatePicker
         x:Name=""datePicker""
         SelectedDate=""{Binding Path=ETD, Mode=TwoWay, Converter={StaticResource DateTimeConverter}}""
         Margin=""2""
         Width=""22""
         HorizontalAlignment=""Right"" /&gt;
    &lt;/Grid&gt;
  &lt;/DataTemplate&gt;
&lt;/data:DataGridTemplateColumn.CellEditingTemplate&gt;
</code></pre>",,0,2,,2009. 4. 7 오전 2:40:12,,2013. 4. 9 오전 5:55:44,2013. 4. 9 오전 5:55:44,,2186275,,87912,,1,1,silverlight|datagrid|event-handling|focus,1142
730558,question on execute ssis package,"<p>I developed ssis project on my local machine, extracting data from mysql db to sql server 2008. Everything works fine. Now i move the package, the .dtsx file, to the server which is a 64bit window 2008 box, it stops working. The problem is that package default to sqlserver driver instead of mysql drive. I have to move the whole project to the server from local machine and open the project to make it pick up mysql driver, then it will work. Is there a way i can develop on my loca machine but run on the server without having to open the project to pick up the right driver? thanks</p>",,0,2,,2009. 4. 8 오후 3:35:28,,2009. 4. 8 오후 10:13:31,,,,john,,,1,1,sql-server|ssis,337
735874,How to apply style from jQuery autocomplete CSS using Django?,"<p>I am trying to implement <strong>JQuery Autocomplete plugin</strong> using <strong>Django</strong>.<br>
I've been able to wire the thing together and I can actually see the result back in the HTML template. </p>

<p>My problem is that the JQuery Autocomplete CSS doesn't seem to work.<br>
The results I get are <strong>not well-formatted/styled</strong>, <strong>have no background</strong> and <strong>you cannot even select them</strong>.</p>

<p>What is it that I am missing?</p>

<p>I have these three files in my media folder the same folder:</p>

<pre><code>autocomplete.js
dimensions.js
autocomplete.css
</code></pre>

<p>In my html template I have the following function:</p>

<pre><code>$(function(){
    setAutoComplete(""tags"", ""tagResults"", ""/taglookup/?query="");
});
</code></pre>

<p>My <code>textfield</code> looks like this;</p>

<pre><code>&lt;input type=""text"" name=""tags"" value=""""&gt;
</code></pre>

<p>Where do I put the <code>tagResults</code> in my HTML template document? Every time I try to introduce a DIV with <code>id=""tagResults""</code>, JQuery throws an error.</p>

<p>Any ideas?</p>",,0,1,,2009. 4. 9 오후 8:49:37,,2020. 4. 28 오전 7:58:33,2020. 4. 28 오전 7:58:33,,2125010,,26143,,1,1,javascript|jquery|css|django|autocomplete,3091
